graph_id,users,types,graph_sampler,following_per_user,engagement,prop_engagement
69586a9a-a3c6-4d6c-b688-e45f4e622a55,30,5,preferential_attachment,2,20.78241310722527,0.5982365809152452
76df38cd-b9df-4abe-9185-3c2b09ab7c40,30,5,scaled_gnp,5,29.593727924081605,0.5214328354142079
39ddda0c-b519-4f91-a8ac-93ffc126fe1e,30,5,preferential_attachment,5,25.90066808371567,0.6373126806403256
4dea5a2f-f77c-4c8a-a0e9-a2fb722444c3,30,5,scaled_gnp,10,28.681395167781822,0.5716864779714147
a256096a-c8d0-4c1a-86a1-24dfa6deb07c,30,5,preferential_attachment,10,26.35733115493314,0.5946928856169451
43ef7021-6179-4815-bfab-abc4f99a8af0,100,3,scaled_gnp,2,81.52915078881843,0.6536552191817642
1ef3ee8e-3fa4-47e6-80f8-331487cdeac7,100,3,preferential_attachment,2,70.01022891468635,0.6635549068719232
f200b1e2-73df-4a9f-a1dd-b98a15d289da,100,3,scaled_gnp,5,89.72402075385169,0.6446459749549232
8ef37a92-6b6d-4118-a218-425d615176bc,100,3,preferential_attachment,5,73.20779101716764,0.6723978785844313
1dc4ab63-85b0-4672-9623-739ee27be16f,100,3,scaled_gnp,10,99.33901923974479,0.6424244813114145
b93138cf-cf79-40f4-b604-2a6c6f09b31d,100,3,preferential_attachment,10,81.45010339181098,0.6487123178045409
55256ccc-e4e4-4963-ae36-a60bffd89d5e,100,5,scaled_gnp,2,85.95936281341498,0.5511776902865301
869abaf1-a295-4dde-9c91-666b63175f1a,100,5,preferential_attachment,2,69.8153779440523,0.6188719693472502
2b9de263-edd5-4815-87d9-dbbf97e2c9c1,100,5,scaled_gnp,5,101.14021079831264,0.5852465156186971
9e33300e-2db4-4b5c-9edb-58b4ee0c71d2,100,5,preferential_attachment,5,84.24676232947829,0.603634838663212
1caea430-bfea-4f50-9880-41d239356fec,100,5,scaled_gnp,10,102.3171679519377,0.5874787824463349
a388691b-524b-4086-9dee-9d6394a72bf4,100,5,preferential_attachment,10,79.76321547240953,0.5879054290547334
4dababf1-6d10-4e02-b69c-02d7d0cb2e53,15,3,scaled_gnp,2,11.79332411192516,0.5948349142035286
7350ac1d-5920-446d-90cd-fd50025881a8,15,3,preferential_attachment,2,12.750153796875294,0.6572821152858722
02fa84eb-c77f-416b-842f-e6cd73d787c1,15,3,scaled_gnp,5,15.936340547656975,0.6300791071159748
28fbe619-279a-4d92-be6c-9369032d0b94,15,3,preferential_attachment,5,10.063243641603725,0.669359815241342
f168ea23-c2ae-44c2-9969-29afc2b38bed,15,3,scaled_gnp,10,12.01031253827592,0.6348773882701253
cbf0dd47-c3d7-4ef9-8ee5-3447461c9021,15,3,preferential_attachment,10,11.786349063969942,0.6300431812629903
35dee20d-1f59-4067-a6c6-b10d17a52d86,15,5,scaled_gnp,2,12.098849643136274,0.5601917644664374
ac83f7df-04eb-4526-8a20-da92d741b965,15,5,preferential_attachment,2,10.927031259267714,0.5771048261650686
e7d37a33-aadc-4fd3-8a26-f7df9ad10a4c,15,5,scaled_gnp,5,16.03541073197374,0.6137651287107705
3859c7e7-1710-48d8-adf7-c10d1caf47b5,15,5,preferential_attachment,5,11.716714623278039,0.6053625090437689
f1ea74b6-b911-469f-8e04-ca4722b9dcb1,15,5,scaled_gnp,10,13.474080058836941,0.5779886417951152
a4013622-0cd7-47d3-bdba-1520f4514e37,15,5,preferential_attachment,10,12.611748211560922,0.5622513300622763
caf12ce3-074d-42c7-8c39-bbf15fcd7e79,30,3,scaled_gnp,2,27.914357353745334,0.6151417149898727
34cf379a-fff1-4c9a-825c-399c13cf8995,30,3,preferential_attachment,2,21.610516776591044,0.6562120264166338
6ae03227-7257-4552-b179-62c3c647dc5e,30,3,scaled_gnp,5,35.03399731571424,0.6586912874377748
df78102b-adf5-4e07-8711-b2676e0a1e62,30,3,preferential_attachment,5,21.49766528724287,0.6506038312504115
1de5fea4-d4e7-4675-a7d7-cb24f7a9c419,30,3,scaled_gnp,10,22.141566388221765,0.603926144210774
22b1341f-0cae-4d33-91c4-8e09bae5e036,30,3,preferential_attachment,10,25.4965625824794,0.6458686283597157
137d7b41-c47a-4295-af38-2f624011110a,30,5,scaled_gnp,2,28.54621247151178,0.6468674745833493
654eada1-7b16-467f-ab0e-4ee6a5ed60da,30,5,preferential_attachment,2,17.869416675330665,0.5383212002978169
88e0518f-0708-4f88-814c-deec983a31a7,30,5,scaled_gnp,5,29.919576149895782,0.591037353011895
8e844700-55eb-4f35-918b-02ca1ce40799,30,5,preferential_attachment,5,24.80892385070477,0.6235513495672992
55873736-9705-4f70-bb15-5f6f3b33f7d7,30,5,scaled_gnp,10,32.47876588873519,0.5745152491943784
653282e0-f3ad-4168-88ff-1f07f8ebb03d,30,5,preferential_attachment,10,20.647361952329625,0.5650108523554123
75faa2e8-1f00-4591-9f7a-df620ba38b1d,100,3,scaled_gnp,2,87.64273672186967,0.6400030244761312
3ac97f6c-250e-4eb9-b38a-b98c5dc45230,100,3,preferential_attachment,2,65.79285832772378,0.652476510149305
6f50c8e3-7f5d-4c8d-99eb-ff8b856b8e9b,100,3,scaled_gnp,5,91.0601901670936,0.6777188328412886
586213dd-6951-49ac-b7d6-9387cab0f335,100,3,preferential_attachment,5,70.92151695050511,0.6487783093494771
8b32062d-4f39-48a7-9f3d-4a244307acf1,100,3,scaled_gnp,10,99.70841584869477,0.6684927989122343
97066607-6b85-49b0-8432-0a8f8ff3a241,100,3,preferential_attachment,10,79.37890750938662,0.666646036919461
07a3443e-02b4-453e-9ddb-79c62c7c0e15,100,5,scaled_gnp,2,81.81686296030844,0.5716948614449977
01c5331e-bf7e-467a-a68c-06724d6d6979,100,5,preferential_attachment,2,66.36955914968847,0.5819561160178394
a099b142-e60a-4c1a-b9e6-533e3a5cebd3,100,5,scaled_gnp,5,96.58542529050081,0.5790210258201591
fcd99e72-a9d1-4fa5-84e0-82df6536d31f,100,5,preferential_attachment,5,78.52436412872687,0.6071488705239915
86fa1a1c-572d-431a-864d-667c27c22789,100,5,scaled_gnp,10,101.1866637771683,0.5878099635961545
d84c96ed-4d11-439b-81d5-132190555066,100,5,preferential_attachment,10,83.69695013484561,0.6025589112139822
83bba789-f5fd-42ca-b61e-426815ade311,15,3,scaled_gnp,2,11.94416687312387,0.6244085830158198
17eed2cb-f6ef-400a-ad8d-c10b3f878673,15,3,preferential_attachment,2,7.5982028330582105,0.6292710408541503
411781e3-b26d-4745-a553-81142c3b1365,15,3,scaled_gnp,5,16.202920591278176,0.6243421118926179
84f5cbfe-643b-425a-a301-e186bde8aa54,15,3,preferential_attachment,5,12.927143827346422,0.597854140406778
2431605f-e31c-4e20-924f-2ff58b1cc899,15,3,scaled_gnp,10,17.967892360112284,0.7218405691394977
f23bcc26-d86b-4b32-9296-a47ba8a23ca3,15,3,preferential_attachment,10,15.274085508776011,0.6800904069812798
f1ecb7c5-74b4-493d-bcd3-4913c1f6b6bf,15,5,scaled_gnp,2,13.298550149673673,0.5579825590144555
3ffab9ec-438d-4b98-b1bf-4595033d4fbc,15,5,preferential_attachment,2,10.821913507517804,0.6180399092904587
a4704e0c-351c-42a2-a73d-afb8df63ffc5,15,5,scaled_gnp,5,10.842191871332851,0.532852270558406
e492036b-bbb6-4c1a-887d-a842834d2701,15,5,preferential_attachment,5,11.88146792123393,0.5994099279142969
b9c2f896-c26f-44cf-8c62-8b537a1b25cc,15,5,scaled_gnp,10,15.938862385543885,0.5826607381916418
40f5d3a9-0205-4799-820a-17a612d446c7,15,5,preferential_attachment,10,14.503316064310408,0.6111790731522505
49545536-47de-4636-ba75-183a45111e3b,30,3,scaled_gnp,2,23.297592419692702,0.6251735012713381
4a5677e2-5c0b-46d5-9c93-2746b9a81953,30,3,preferential_attachment,2,20.63829360547614,0.6432880820020745
09d33309-ed92-4141-8c32-c85a0bbca524,30,3,scaled_gnp,5,32.035501944796856,0.643820611200371
2797d67b-cc80-4f3f-9071-e8b2806bc931,30,3,preferential_attachment,5,20.101772606899058,0.6257389450834426
26e08f5a-975f-4c5c-9878-492d30e52807,30,3,scaled_gnp,10,39.820058172806895,0.6909443041729977
333c0cca-af16-4f51-8a7f-7befbdc189be,30,3,preferential_attachment,10,21.974501851849897,0.6471807067009706
483c7fbe-171e-4c43-b8a4-0a7d983a11c5,30,5,scaled_gnp,2,25.709580926438104,0.580665780302612
660da4fb-fd0b-422f-a875-26dc535672a1,30,5,preferential_attachment,2,20.082933287310926,0.5732416131275917
f24a0082-ae72-4771-805d-0379cf29690a,30,5,scaled_gnp,5,32.17851532791671,0.5771476256291035
d47508d1-3ebd-4a54-af1e-c69e75305dff,30,5,preferential_attachment,5,22.368557326097907,0.5653909764317846
8e12d2aa-b2b5-4d99-b89a-2cf6fc94645b,30,5,scaled_gnp,10,28.125539446067172,0.5919101256498714
2dc8c3f7-6071-4b8f-b9f9-fc80b94a1c0b,30,5,preferential_attachment,10,25.720797567573506,0.5674280527179043
a81b5f36-9e88-47ad-a820-aaadf0241a76,100,3,scaled_gnp,2,90.74284763027204,0.6507872360305972
8667dee7-f538-4498-ad0a-cef4031aa206,100,3,preferential_attachment,2,69.43485501520269,0.6517495512624837
7e4054cf-3b35-41e8-8207-a905a79fc996,100,3,scaled_gnp,5,96.50300711107373,0.6458246206014078
47230f9a-6a9c-4377-b0a6-232e34fa5976,100,3,preferential_attachment,5,72.00304354703282,0.6553865000559745
caffbb10-b216-4626-a1d0-99e823a93cde,100,3,scaled_gnp,10,95.542467123712,0.6499695711104149
aa4299b5-2f22-4535-a86e-33b690bbc490,100,3,preferential_attachment,10,79.37549975915938,0.6587197970224227
cbf010df-281d-463f-a173-7741a84d43b0,100,5,scaled_gnp,2,99.64556933104984,0.5662547263421929
9ca6a9ba-4495-40ec-a9f0-43bfbf3110fd,100,5,preferential_attachment,2,66.75485256577952,0.5919200701161003
3c68e635-4d1a-43e4-8cec-6926f8d793d6,100,5,scaled_gnp,5,90.56232651666622,0.5488192388507389
7639e5d3-25a8-4f61-b75d-659472636a2b,100,5,preferential_attachment,5,80.98445454873713,0.6077030570884363
d64a5cfb-746d-4270-a124-30791e9fd5cd,100,5,scaled_gnp,10,100.35983033880203,0.568679468251412
ead73565-02d4-4c4d-8872-4c8756d9f3fc,100,5,preferential_attachment,10,81.90497548150522,0.5974615135123575
1b8d01d0-ef59-4ec8-bfa1-7ed6ee1e7c23,15,3,scaled_gnp,2,13.246622123461604,0.6874663372162462
26f818c9-9f9a-49d0-b350-fc800d224401,15,3,preferential_attachment,2,9.895752080260303,0.6060088043528353
57279dca-e755-474c-bb05-a0946eaacf0f,15,3,scaled_gnp,5,13.779080786770914,0.6678101317323807
3e1275c9-4e21-4d5f-9522-c3bd168c125f,15,3,preferential_attachment,5,11.660434338033049,0.6610487787345988
221a45a7-278b-4081-a925-7193d1a2b6e4,15,3,scaled_gnp,10,15.05484694541618,0.6662826337990951
5ce0d6d6-7c83-4fa8-a86d-f40e60a4576b,15,3,preferential_attachment,10,16.91511140879746,0.7096269422075381
eaffabde-196c-4077-b579-1bab4471be8c,15,5,scaled_gnp,2,14.551128067435616,0.519751762904357
4a5f1844-dc59-42cb-b8db-c1a980b59067,15,5,preferential_attachment,2,9.019838660239163,0.5543859478131532
14678541-3547-4100-996b-9aeddcbe1f41,15,5,scaled_gnp,5,11.902635470840432,0.5658489796815694
d1b1633f-cf8d-4374-b2a2-b1f9a2182a45,15,5,preferential_attachment,5,11.47401499458232,0.595513289979612
d02aea81-b009-4f08-a3d7-e8d8fa25aed7,15,5,scaled_gnp,10,15.89289620309859,0.6284121511063095
49aa6b48-6829-436d-a2af-adfdedb74ce2,15,5,preferential_attachment,10,12.340495163279872,0.5338867630779734
e3eada47-003a-4cc5-93ca-77a7b447c9ad,30,3,scaled_gnp,2,26.634470683938527,0.6193331831001644
809b7726-0796-40cf-9714-f6c6a7df6918,30,3,preferential_attachment,2,18.276322475421782,0.6002084977336147
632d90c9-4579-4016-ba71-a3df1fcf14d1,30,3,scaled_gnp,5,32.85200780021872,0.6778258454757968
a4bc963f-3afd-40a2-892c-c8150eeb14ea,30,3,preferential_attachment,5,21.4156024918625,0.6708521060874723
850dbcb6-da76-4e2d-917f-4a3b10bee25f,30,3,scaled_gnp,10,31.39122168689939,0.6814358736353127
7f5a8b15-6421-4c09-98e3-f8cd4f5a30f4,30,3,preferential_attachment,10,27.46000275681433,0.6494837296876086
79bfba31-9b81-48e6-b95d-5790b0ded0d2,30,5,scaled_gnp,2,26.72202958565457,0.5374409763916709
d680c58b-1672-45f8-a1ea-2fceab699dce,30,5,preferential_attachment,2,19.75305325566884,0.598232921016861
f79a5d04-7ddc-40d3-b25c-557ac1af0231,30,5,scaled_gnp,5,26.670014246733064,0.5474394069177034
f943d099-92ce-41ea-a257-3ae1e44cdf87,30,5,preferential_attachment,5,23.98365530278549,0.5749458402268813
b1444ca4-bb6d-44de-b9a4-6a39432d7017,30,5,scaled_gnp,10,31.109260854814885,0.585399247461776
31d13816-dac2-47f1-932b-b7a44d8a1d86,30,5,preferential_attachment,10,22.33883735829184,0.5500989284004428
08d04751-2cd7-4e4c-8595-5d0d862e96dc,100,3,scaled_gnp,2,86.44108633471653,0.6433935380013488
53642e1c-5d1a-4038-a58f-26785ca53e30,100,3,preferential_attachment,2,57.15462913087091,0.6275431762773126
410d87eb-7705-4cbc-bc02-f391c2aa86ce,100,3,scaled_gnp,5,96.56363017558954,0.6411710844131789
63be03fd-663a-4eeb-8bd2-2df465f94efd,100,3,preferential_attachment,5,73.80739584115575,0.652919136103091
3aac266d-704c-4623-806d-90884b07b0a6,100,3,scaled_gnp,10,99.6731826527769,0.6531161265516795
9ceb5bff-09ee-4d66-b646-8ec56132d0f9,100,3,preferential_attachment,10,74.9341418953313,0.6425990806242062
9af631bf-0fb7-4ceb-90bc-2d0be89ce3c5,100,5,scaled_gnp,2,96.7338462401118,0.5804831427378199
c1b17802-e5c3-4de8-a041-3c888eda2ecf,100,5,preferential_attachment,2,65.98159689504318,0.595242919940174
1ab9cde4-dd9f-475c-8c31-75c20536be8e,100,5,scaled_gnp,5,111.21896397147343,0.5893474293321783
fdb0166c-8d26-4c90-a2d1-f5fb413a5267,100,5,preferential_attachment,5,79.03561588717717,0.6059727676609249
6058d83a-76ae-4856-9f47-438ad7613e12,100,5,scaled_gnp,10,104.71528723626948,0.593092986975565
b0271887-4b27-4e10-93ab-506e7796c61e,100,5,preferential_attachment,10,84.00276494057202,0.5802413683688142
ce3798a5-8376-4cc2-93b4-6037dff14116,15,3,scaled_gnp,2,10.861228195592881,0.622413547313298
7ee3dfcf-539a-4540-9ba2-caebca8de35f,15,3,preferential_attachment,2,8.92089431277418,0.6426661706952291
7f4cdeac-6016-44b7-a507-4c86dfe854c2,15,3,scaled_gnp,5,14.065670221041819,0.6249214977661152
b3e3c03b-5759-4cdd-abcb-16cc8c8ceab1,15,3,preferential_attachment,5,9.695069004663694,0.5564184598981201
673b9deb-1576-4fb8-8573-ed5a46376b40,15,3,scaled_gnp,10,16.92585892416213,0.5907587793115594
5cc7726e-365c-4663-95e7-0ed155b60969,15,3,preferential_attachment,10,10.030677560531865,0.6651144610095463
fe773e38-473c-4a4d-92e0-acd1077444c4,15,5,scaled_gnp,2,17.410174946743002,0.5753648276145806
150ab39d-cda0-4dcd-a179-2c473e64357a,15,5,preferential_attachment,2,10.557675847556597,0.6002772300195316
3f0ac0cc-5e59-464e-9fe4-c8f79ad72aa0,15,5,scaled_gnp,5,16.86596609088487,0.5802880881088279
07d1c9d0-03e6-445a-af95-ee6ce1fea3f7,15,5,preferential_attachment,5,12.456281866210146,0.60029091603856
c10f39a0-f1e3-4963-8a5b-0e155dbab8cc,15,5,scaled_gnp,10,19.362584473888674,0.6238536287203964
91155dd0-f432-43b3-9781-181b4b10a50b,15,5,preferential_attachment,10,12.484860680924168,0.630963485131714
b633fa51-bb3a-403d-8398-d05cf55b4829,30,3,scaled_gnp,2,26.42748970776302,0.682959710890232
d75e8f0b-9c73-4616-b85b-f4be3958dc21,30,3,preferential_attachment,2,18.704376247280965,0.652013106112032
b53c9846-451b-4835-851f-3852c03718ac,30,3,scaled_gnp,5,30.62022952945522,0.6469290616797134
3c353fc1-1832-46e4-a445-d2a0284b3a39,30,3,preferential_attachment,5,23.394253780504243,0.6292044594962144
0fba1ffb-b953-476d-bb9e-513498a149ee,30,3,scaled_gnp,10,32.42897544379867,0.6574684861708273
95f007cc-57dc-4aa5-a56b-8f51306db5f1,30,3,preferential_attachment,10,26.292141720623913,0.659521937277743
a8068291-b4f8-4523-b714-2269fcad034e,30,5,scaled_gnp,2,29.228199242804997,0.5548698378485245
f52d7621-0c37-4ee0-9a60-d6b42aa2fd73,30,5,preferential_attachment,2,19.578989629362106,0.5538617552914801
365e4b38-df96-46e0-ad85-5549e67bd374,30,5,scaled_gnp,5,32.320040489682796,0.5308879703224482
9d9a6897-434b-4d27-89c0-7013010f8613,30,5,preferential_attachment,5,22.3150027494126,0.5948809957710476
3eedf39c-bf83-419b-99f0-16b1b65d1869,30,5,scaled_gnp,10,29.40335250213612,0.58819060845629
266dbcba-f239-47e5-b850-befe68f37101,30,5,preferential_attachment,10,25.125277426929078,0.5975778135646029
8ee7030e-4cf5-465a-b155-fa0766f240ca,100,3,scaled_gnp,2,98.89003819241692,0.6527787913160021
c2f3686b-f8f0-4f83-87e4-264e115133d6,100,3,preferential_attachment,2,66.45497738582095,0.6634298134156785
cf3177e0-7d8e-4236-989f-0af90def12d4,100,3,scaled_gnp,5,114.51598831958825,0.6741290802775257
0a25d1a7-395d-44b4-b8dd-aab82da1078d,100,3,preferential_attachment,5,67.37228440290728,0.6317517541347488
08a272d3-7475-4a06-938e-d16bcab51469,100,3,scaled_gnp,10,94.28924555364578,0.6462543064985355
c999727b-acf6-4fee-bd84-625c589eb589,100,3,preferential_attachment,10,85.08147084421584,0.6481997678300598
2a807102-d836-4fa7-a8f8-f3a03c949c77,100,5,scaled_gnp,2,106.74626494042998,0.5785987310716311
9e77ee47-5cce-4474-8c25-09d63b294dc7,100,5,preferential_attachment,2,67.45811822368117,0.5805355800384078
9da03232-379d-4a3c-90c1-1be13ad5c53b,100,5,scaled_gnp,5,98.31899934162948,0.5813229319001534
db0ff170-dd82-4081-8cc1-d9ff2ebc5f38,100,5,preferential_attachment,5,67.4708063197273,0.5820016885066777
c9a7fb07-bbb6-4864-892a-da121e6468a3,100,5,scaled_gnp,10,92.6062525287243,0.5650962722585371
59588886-3da9-4f60-b782-8aad45d6f78c,100,5,preferential_attachment,10,82.75677955102893,0.6045173997397704
fc13c04a-38c3-4413-b127-7972c8f2727b,15,3,scaled_gnp,2,13.966491875772762,0.6998790351774122
37d4edd9-7f17-4d6d-9905-298c1d7c215f,15,3,preferential_attachment,2,10.476211260478149,0.645658526874576
101f5d54-0823-423c-8d2f-edf569c3c30a,15,3,scaled_gnp,5,11.422290442034802,0.6213557223523102
4584ca85-a222-44da-91b0-d2e3b16c7875,15,3,preferential_attachment,5,13.40857869306616,0.6576922521047596
6aad99bd-3809-4d9a-b464-a9527bf317eb,15,3,scaled_gnp,10,14.424174718379335,0.6599463406679218
182fbb74-eadf-4fae-bb6a-95cdbeb02b98,15,3,preferential_attachment,10,13.227269528674142,0.7056070310811778
043b3110-2fe5-413c-af6b-670a75e8c2fe,15,5,scaled_gnp,2,12.196741233720205,0.5101841998771035
9a6208d3-8d6d-4518-a2c4-c5298bf70a3c,15,5,preferential_attachment,2,10.203714928942267,0.6264594136481617
f3a209f5-a34f-4180-9dc4-daf738255d12,15,5,scaled_gnp,5,14.030397312127912,0.5812961708911495
96ac3247-bf92-40fd-8d5b-8d2570ddd5b0,15,5,preferential_attachment,5,13.25785597709067,0.6268262356913993
c3ed66b1-34dc-4e91-af55-737c5cf16bc8,15,5,scaled_gnp,10,11.9638548408474,0.5610609285450647
c50fb7ba-0557-4f76-a449-83f701d302ca,15,5,preferential_attachment,10,10.961545448946929,0.5913078066637235
5cffd1d5-94eb-4d8d-b200-6369a51dda16,30,3,scaled_gnp,2,25.64561250953052,0.6390409814374924
78bf6c1e-bde4-4084-bba0-e233eebb38ab,30,3,preferential_attachment,2,19.38895394470118,0.6441441678934937
a523e2b3-7749-46b3-9036-a336fc75b663,30,3,scaled_gnp,5,25.148449846523757,0.6319847600977166
c69a07c4-ceb4-4f54-a93d-2d541fc98bbc,30,3,preferential_attachment,5,21.592742433870395,0.6233069792722464
3b439b82-b530-4bf3-b2f0-81b488b1a084,30,3,scaled_gnp,10,26.78981352912086,0.6535396051067369
2bbc309d-0ec4-46fe-9518-70e7972606b3,30,3,preferential_attachment,10,22.22460180674136,0.6056672519188451
2301731f-fc8d-4d87-85ee-1a64fe3a3818,30,5,scaled_gnp,2,28.789447546268867,0.5979099855291304
c146d421-7700-4dc9-94af-5be12c3c7e5a,30,5,preferential_attachment,2,21.84122181363263,0.5334195314477878
5bb52ae5-3984-4926-836a-d5388eeb979b,30,5,scaled_gnp,5,27.894926872343547,0.5043328034601674
906c407c-f994-485d-b101-d736184d12ca,30,5,preferential_attachment,5,23.03503710915621,0.6252829374289631
238c2c57-cb24-4c41-adc7-21237e47c460,30,5,scaled_gnp,10,29.722686080346328,0.5534008915820972
d0178e89-8606-4244-a4bd-2b5b3a3aadd3,30,5,preferential_attachment,10,25.882174765813524,0.6005054472484247
c1ed6e61-33ad-433a-95c9-5bf1e58167a1,100,3,scaled_gnp,2,105.28418647886417,0.6671446126800231
9d662559-0f46-45e8-88fe-df0b74368a26,100,3,preferential_attachment,2,66.43535745916738,0.6464165714539623
773be5bd-9529-408b-b7f7-4a206e01d775,100,3,scaled_gnp,5,104.59780894973873,0.670330710726615
d2ea5e78-47e7-4515-ac92-3b9680a66276,100,3,preferential_attachment,5,72.04627399488622,0.6337758296901778
a269fd43-1795-4111-b125-bfd364e03a39,100,3,scaled_gnp,10,103.9894646730949,0.6563363832225931
a1f6210a-eabb-4e12-8317-8a66ff95a661,100,3,preferential_attachment,10,81.13245129317785,0.6554838001196169
7ba60f1a-4f0e-412b-890c-2da9950bd90f,100,5,scaled_gnp,2,96.69934701721371,0.5460138391075565
f1c0b87e-2914-407f-91af-41a9a54187b5,100,5,preferential_attachment,2,66.38837274790434,0.5660821027357643
a5ffddc6-9af7-4584-87d3-9755ec17576b,100,5,scaled_gnp,5,94.711728191259,0.5504788625796642
b31f2e1e-435a-45a3-9fdb-041cad4422d7,100,5,preferential_attachment,5,77.6802182011605,0.5961762525463976
1fc4325a-3ec8-4c89-8250-061b273b92b5,100,5,scaled_gnp,10,97.63801321000588,0.5828775757319008
41b12111-9342-4d59-a973-e281ae58a4ee,100,5,preferential_attachment,10,82.6437288253936,0.6029907817246494
2c60d9a2-1f24-4afd-89eb-c28908e4ae41,15,3,scaled_gnp,2,10.575881077650052,0.6743483445100982
062457bd-0e59-4a64-8c63-4481a9fe242b,15,3,preferential_attachment,2,11.249123562009506,0.6482541100177464
499748b9-3704-4bde-81ae-fa5024693a03,15,3,scaled_gnp,5,14.026377680997038,0.628844169141071
b7f8a2ab-25b9-4505-b182-7dfb78441e32,15,3,preferential_attachment,5,12.032249404975829,0.6718844448922735
2bd764ad-9c8c-44f5-920e-a91375cff8cc,15,3,scaled_gnp,10,8.35200921064296,0.6269864056140085
c551533a-62b0-477b-a3b1-e54792db9822,15,3,preferential_attachment,10,10.391807971798938,0.547708714227339
d91c0767-0e10-4576-b194-37a9fa7933fd,15,5,scaled_gnp,2,14.701097817623827,0.5429731806436381
60794194-8c68-44ae-9c2a-3430fd68ca0a,15,5,preferential_attachment,2,11.12350580859123,0.588804780293169
f4eeba6e-0816-4e53-b5f6-d7b606cc07d9,15,5,scaled_gnp,5,15.468667648391378,0.5637126933543231
fe5061f1-666a-4d8f-8588-cbd5a3a877c6,15,5,preferential_attachment,5,9.809717263706784,0.5608207712036792
1d7b3ba7-19f8-4ad9-887d-705f728573f7,15,5,scaled_gnp,10,17.360454354175964,0.5912354277239015
34dc176c-49e7-4a51-b023-8525927b9a51,15,5,preferential_attachment,10,12.260587221546512,0.5899469441491277
71e6cf4e-56c0-49c3-b83f-6b8f49546de3,30,3,scaled_gnp,2,23.746891250232746,0.6904677548129717
d92e3d05-f4eb-47b2-89e1-835486ce8891,30,3,preferential_attachment,2,19.288883103152134,0.6284538799559547
5a17a749-420b-4459-a143-2cc0987b3aa1,30,3,scaled_gnp,5,27.01797226408824,0.6668445088334407
116b3dae-8c35-4952-8713-86faffb541ab,30,3,preferential_attachment,5,22.135521423381093,0.6742078644514885
9208bdf9-7a95-4ccf-84b0-40a24f577727,30,3,scaled_gnp,10,31.187692881412108,0.6802696013220179
6425a6c8-b6da-47e2-b092-aae0636d9b25,30,3,preferential_attachment,10,23.09677583765023,0.6459891479230477
530d0595-2c9d-4637-98d7-0b5c6244740f,30,5,scaled_gnp,2,33.01338980648122,0.5578551059443754
2c16a2fa-7d0b-4207-a83b-a81cd877909d,30,5,preferential_attachment,2,19.555795664658554,0.5484462809090821
7cb091b9-4239-4d7b-ad2c-aa089f04bcb1,30,5,scaled_gnp,5,27.558011726428322,0.555566507997375
01b5dc9b-e3c3-4d0b-82a9-182cbf1c45ec,30,5,preferential_attachment,5,19.335546686557848,0.60887483913072
fe135c0b-a27f-4788-8ed1-5fdddeb24903,30,5,scaled_gnp,10,33.05959658560859,0.5889373089063534
6ea00441-f11d-4852-9e38-e2728ff3a99b,30,5,preferential_attachment,10,25.500122758995687,0.6030139216310196
